15,1
15,2
15,3
16,1
16,2
17,1
17,2
17,4
17,5
17,3
18,1
18,2
18,3
19,6
19,7
19,2
19,8
19,9
20,2
20,10
20,3
21,1
21,2
21,4
21,3
22,6
22,2
22,5
23,11
23,12
24,1
24,2
25,2
25,4
25,5
25,13
26,2
27,6
27,7
27,2
27,14
27,9
27,15
28,1
28,2
28,9
28,3
29,7
29,2
29,16
29,8
30,6
30,2
30,10
30,5
30,3
31,6
31,7
31,2
31,8
31,10
31,4
32,1
32,2
32,4
33,1
33,2
33,3
34,12
34,2
35,2
36,1
36,2
36,14
37,12
37,2
37,8
38,2
39,2
40,2
40,10
41,6
41,2
41,10
41,3
42,2
42,10
42,3
43,1
43,2
43,3
44,6
44,2
44,4
44,5
45,17
45,1
46,6
46,1
46,2
46,4
46,3
47,2
48,2
48,8
48,10
48,4
48,5
48,3
49,1
49,2
49,4
49,3
50,2
51,2
51,4
52,5
52,3
53,1
53,2
54,1
54,2
54,4
54,3
55,6
55,2
55,8
56,12
56,2
57,2
57,4
58,1
58,2
59,17
59,1
60,6
60,7
60,1
60,2
60,5
60,3
61,1
61,2
62,18
62,2
62,14
63,2
63,13
64,2
64,14
65,7
65,2
65,8
65,10
65,4
66,1
66,2
66,8
67,6
67,2
68,18
68,1
68,2
69,2
69,4
69,5
69,3
70,1
70,2
71,6
71,1
71,2
71,5
71,3
72,18
72,1
72,2
72,3
73,6
73,7
73,2
73,5
74,1
74,2
75,12
76,1
76,2
76,3
77,1
77,2
78,1
78,2
78,4
78,3
79,2
80,2
80,4
80,5
80,3
81,6
81,2
81,14
81,15
82,12
82,2
83,1
83,2
83,4
83,3
84,2
84,5
84,3
85,1
85,2
85,4
85,3
86,1
86,2
86,4
86,3
87,2
87,15
88,17
89,6
89,8
89,4
89,5
90,7
90,2
90,16
90,4
90,5
91,12
92,2
92,8
92,10
92,4
92,3
93,1
93,2
93,14
93,13
94,7
94,12
94,2
94,8
94,10
94,4
94,5
94,3
95,2
95,4
95,5
95,3
96,2
97,1
97,2
97,4
97,3
98,1
98,2
98,4
98,3
99,6
99,7
99,2
99,3
100,1
100,2
101,2
102,6
102,7
102,2
102,3
103,2
103,3
104,1
104,2
104,4
105,2
106,1
106,2
106,3
107,12
107,2
107,9
108,2
108,8
108,10
108,4
108,3
109,2
109,10
109,4
109,3
110,2
110,4
110,5
110,3
111,11
111,12
111,2
112,12
112,9
113,12
114,2
115,2
116,12
116,19
117,12
117,2
117,9
118,12
118,2
118,19
119,12
120,6
120,2
120,14
120,9
120,15
121,1
121,2
121,3
122,12
122,2
123,6
123,7
123,2
123,14
123,15
124,12
125,6
125,12
125,1
125,2
126,1
126,2
127,12
127,2
128,1
128,2
128,3
129,12
130,6
130,7
130,2
130,5
131,2
131,8
131,4
132,7
132,12
132,1
132,2
132,9
132,3
133,1
133,2
133,4
133,3
134,12
135,2
136,1
136,2
136,4
136,3
137,6
137,1
137,2
138,6
138,1
138,2
138,4
138,3
139,6
139,1
139,2
139,4
139,3
140,12
140,1
140,2
140,4
141,12
141,1
141,4
142,12
142,1
142,2
142,4
114709,11
114709,7
114709,12
113497,6
113497,7
113497,16
113228,12
113228,9
114885,12
114885,2
114885,9
113041,12
113041,16
113041,9
113277,6
113277,1
113277,2
114319,12
114319,2
112302,7
112302,12
112302,2
114576,6
114576,1
114576,3
113189,6
113189,7
113189,3
112346,12
112346,2
112346,9
112896,12
112896,8
112896,10
112453,11
112453,7
112453,2
113987,18
113987,2
113987,14
112760,6
112760,7
112760,12
112641,1
112641,2
114388,2
114388,9
113101,12
112281,7
112281,12
112281,1
113845,6
113845,12
113845,1
113161,12
113161,1
113161,3
112722,1
112722,2
112722,4
112401,6
112401,1
112401,3
114168,2
114168,8
114168,4
113627,2
113627,9
114057,2
114057,9
114011,12
114011,2
114011,9
114117,2
112682,8
112682,5
115012,1
115012,2
115012,9
112792,18
112792,2
114746,4
114746,5
114746,3
114952,7
114952,9
112431,12
112431,2
112431,16
112637,18
112637,2
112637,9
112818,1
112818,2
112286,7
112286,2
112286,16
113442,12
113442,16
113442,9
112697,12
112697,9
112749,2
112749,3
114279,2
114279,15
112819,6
112819,1
112819,2
114272,18
114272,2
114272,14
113855,6
113855,7
113855,8
114681,12
114681,1
114681,2
113347,12
113347,2
113347,9
114369,1
114369,2
114369,4
114148,11
114148,7
114148,2
114916,2
114916,9
114814,1
114814,2
114814,4
109950,6
109950,2
109950,3
113819,12
113819,8
113819,9
110299,2
112499,12
112499,16
112499,19
113158,2
113158,20
113541,7
113541,12
113541,16
113321,12
113321,2
113321,9
110877,18
110877,12
110877,2
112714,2
112714,4
112714,3
113419,2
113419,16
113419,8
116260,1
116260,2
116260,3
113862,2
113862,20
116126,12
116126,1
118002,12
118002,1
118002,9
115683,12
116839,6
116839,5
116839,3
114753,2
113149,12
113118,12
113118,2
116367,6
116367,1
116367,10
113010,6
113010,1
113010,9
113537,12
113537,2
113537,9
113828,2
113828,14
115644,9
115644,2
115676,12
115676,3
114367,5
114367,3
113973,17
113973,18
113973,20
112744,2
112744,3
116731,2
116731,3
112445,2
112445,16
114660,1
114660,2
112379,12
112379,2
114039,2
114039,9
113612,12
113612,2
112365,2
112365,9
118158,7
118158,2
116151,12
116151,7
116151,16
115697,12
113972,6
113972,1
113972,2
113490,2
117002,2
117002,10
117002,9
114825,12
114825,8
114825,10
115639,12
115639,2
115639,9
115759,6
115759,1
115759,3
113403,12
113247,1
113247,2
111173,6
111173,1
111173,2
113283,17
113283,18
115907,2
115734,12
115734,1
115734,2
117102,12
118040,2
118040,4
118040,5
116483,12
116483,16
116483,19
112579,2
112579,9
110251,12
110251,2
117110,6
117110,7
117110,12
112646,17
113276,12
113276,1
113276,2
112573,18
112573,2
112573,14
75314,1
75314,2
113326,6
113326,12
113326,1
115645,1
115645,2
115645,4
113774,2
112556,12
112373,17
112373,18
112373,15
115033,1
115033,2
116606,12
116606,9
114536,12
117427,7
117427,12
117427,2
106473,2
103859,12
103859,2
103859,9
109424,12
109424,2
109424,9
114808,2
114808,9
116324,12
110647,7
110647,12
110647,16
111055,2
110217,17
110217,18
110217,4
114131,12
114131,9
112364,2
113107,2
113107,9
113107,15
113451,1
113451,2
113451,3
114015,12
114015,2
114500,17
116130,12
113125,17
113125,18
113756,12
113756,9
113952,2
114618,2
118055,2
118055,9
115685,12
94878,2
113200,2
112585,12
112585,2
112585,9
112442,6
112442,12
112442,1
112342,16
112342,7
112342,2
112461,18
112461,1
112461,2
112427,12
112427,2
112427,9
109093,12
109093,1
109093,2
112384,7
112384,2
112384,14
114287,7
114287,18
114287,14
112288,10
112462,6
112462,7
112462,8
61395,2
112495,6
112495,2
112541,12
109370,12
112642,12
112642,16
112642,8
112688,1
112688,2
112688,4
112715,6
112715,7
112715,4
112740,6
112740,2
112740,3
109508,17
109508,18
109508,12
112851,6
112851,3
112857,1
112857,2
112857,4
112864,6
112864,7
112864,3
112887,6
112887,12
112887,1
