1,Crime
2,Drama
3,Thriller
4,Mystery
5,Sci-Fi
6,Action
7,Adventure
8,Fantasy
9,Romance
10,Horror
11,Animation
12,Comedy
13,Western
14,History
15,War
16,Family
17,Documentary
18,Biography
19,Sport
20,Music
21,Musical
22,Short
23,Film-Noir
24,Other
25,Talk-Show
26,News
27,Adult
28,Reality-TV
29,Game-Show
