1,1
2,1
3,1
4,2
5,2
2,3
6,3
7,3
8,3
3,3
9,4
2,4
10,4
8,4
11,4
2,5
7,5
3,5
5,6
12,6
5,7
2,7
5,8
13,9
9,9
2,9
6,9
12,9
1,10
2,10
8,10
3,10
5,11
1,11
2,11
8,11
5,12
1,12
8,12
1,13
2,13
1,14
2,14
8,14
3,14
5,15
14,15
2,16
13,17
1,17
2,17
8,17
3,17
5,18
5,19
1,20
2,20
13,21
9,21
2,21
15,21
12,21
16,21
2,22
13,23
9,23
2,23
11,23
1,24
2,24
5,25
2,26
4,27
5,27
2,27
1,28
2,28
3,28
5,29
2,29
12,29
5,30
1,30
2,30
8,30
5,31
2,31
13,32
9,32
2,32
11,32
1,33
2,33
1,34
2,34
3,34
1,35
2,35
3,35
5,36
2,36
2,37
1,38
2,38
15,38
13,39
1,39
2,39
8,39
3,39
2,40
11,40
3,40
1,41
2,41
8,41
3,41
1,42
2,42
8,42
3,42
13,43
1,43
2,43
8,43
3,43
5,44
2,44
14,44
2,45
6,45
8,45
2,46
15,46
9,47
2,47
6,47
7,47
8,47
1,48
2,48
6,48
17,49
1,49
2,49
1,50
2,50
3,50
13,51
9,51
2,51
3,51
5,52
2,52
12,52
2,53
6,53
7,53
8,53
3,53
1,54
2,54
8,54
11,54
3,54
1,55
2,55
8,55
3,55
2,56
8,56
11,56
18,56
2,57
2,58
2,59
6,59
7,59
8,59
11,59
3,59
1,60
2,60
8,60
3,60
5,61
2,61
2,62
8,62
1,63
2,63
19,64
1,64
13,65
2,65
1,66
2,66
13,67
1,67
2,67
11,67
3,67
17,68
1,68
2,68
3,68
1,69
2,69
15,69
18,69
2,70
2,71
13,72
1,72
2,72
5,73
2,73
1,74
2,74
12,74
3,74
13,75
2,75
7,75
11,75
3,75
13,76
9,76
2,76
6,76
7,76
8,76
1,77
2,77
8,77
13,78
2,78
7,78
3,78
2,79
7,79
3,79
19,80
1,80
13,81
2,81
6,81
13,82
9,82
1,82
2,82
11,82
3,82
1,83
2,83
17,84
2,84
15,84
2,85
8,85
11,85
3,85
1,86
2,86
8,86
3,86
9,87
5,87
2,87
6,87
7,87
8,87
11,87
3,87
2,88
2,89
3,89
1,90
2,90
3,90
2,91
7,91
8,91
3,91
2,92
8,92
11,92
3,92
13,93
2,93
15,93
12,93
16,93
5,94
13,95
5,95
1,95
2,95
9,96
5,96
1,96
2,96
12,96
3,96
13,97
2,97
11,97
9,98
2,98
10,98
6,98
5,99
2,99
6,99
2,100
2,101
7,101
1,102
2,102
3,102
13,103
2,103
8,103
11,103
1,104
2,104
8,104
3,104
2,105
2,106
8,106
11,107
3,107
1,108
2,108
2,109
18,109
2,110
8,110
11,110
3,110
13,111
2,111
15,111
16,111
2,112
16,112
19,113
13,114
6,114
8,114
11,114
2,115
8,115
11,115
3,115
2,116
1,117
2,117
8,117
3,117
1,118
2,118
8,118
3,118
13,119
9,119
2,119
3,119
1,120
2,120
1,121
2,121
8,121
1,122
2,122
13,123
9,123
2,123
15,123
16,123
2,124
5,125
1,126
2,126
8,126
3,126
1,127
2,127
3,127
5,128
5,129
16,129
4,130
5,130
10,130
4,131
9,131
5,131
7,132
9,133
2,133
3,133
1,134
2,134
13,135
9,135
6,135
2,136
12,136
16,136
13,137
9,137
6,137
2,138
7,138
13,139
9,139
6,139
7,140
7,141
3,141
13,142
6,142
7,142
7,143
3,143
5,144
2,144
6,145
7,145
12,145
7,146
8,146
19,147
15,147
16,147
5,148
10,148
9,149
5,149
10,149
9,150
11,150
3,150
1,151
2,151
5,152
12,152
4,153
9,153
2,153
5,154
1,154
10,154
2,155
12,155
9,156
2,156
6,156
13,157
9,157
6,157
4,158
2,158
10,158
13,159
9,159
6,159
13,160
9,160
6,160
5,161
2,161
12,161
9,162
2,162
6,162
9,163
2,163
6,163
13,164
9,164
2,164
2,165
13,166
2,166
15,166
7,167
8,167
3,167
9,168
10,168
6,168
5,169
12,169
17,170
2,170
16,170
17,171
1,171
2,171
4,172
9,172
5,172
17,173
2,173
2,174
12,174
9,175
10,175
6,175
9,176
10,176
6,176
13,177
9,177
6,177
9,178
10,178
6,178
9,179
5,180
2,180
12,180
13,181
5,181
1,181
9,182
5,182
2,182
9,183
5,183
13,184
9,184
11,184
13,185
9,185
11,185
9,186
10,186
6,186
5,187
13,188
9,188
6,188
7,189
8,189
3,189
7,190
8,190
3,190
2,191
8,191
3,191
2,192
12,192
9,193
10,193
6,193
7,194
8,194
13,195
2,195
3,195
2,196
8,196
12,196
13,197
9,197
6,197
17,198
2,198
5,199
12,199
14,199
13,200
9,200
11,200
1,201
2,201
20,201
13,202
1,202
2,202
2,203
8,203
11,203
7,204
21,205
1,205
7,205
13,206
9,206
6,206
2,207
8,207
12,207
13,208
9,208
11,208
2,209
16,209
